Transaction ID,Date of Purchase,Time of Purchase,Purchase Type,Payment Method,Railcard,Ticket Class,Ticket Type,Price,Departure Station,Arrival Destination,Date of Journey,Departure Time,Arrival Time,Actual Arrival Time,Journey Status,Reason for Delay,Refund Request,Is_Delayed,Route
b24c5469-bffc-4238-92a7,2024-01-31,06:36:19,Station,Credit Card,No Railcard,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-01-31,1900-01-01 08:00:00,10:15:00,10:30:00,Delayed,Signal failure,No,1,Liverpool Lime Street → London Euston
42d293e5-a848-477d-be6f,2024-01-31,06:38:03,Station,Credit Card,No Railcard,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-01-31,1900-01-01 08:00:00,10:15:00,10:30:00,Delayed,Signal failure,No,1,Liverpool Lime Street → London Euston
e378b0c0-bb8d-4333-94a2,2024-01-31,06:39:43,Station,Credit Card,No Railcard,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-01-31,1900-01-01 08:00:00,10:15:00,10:30:00,Delayed,Signal failure,No,1,Liverpool Lime Street → London Euston
a0718fb7-2fda-4c90-81e9,2024-01-31,06:41:56,Station,Credit Card,No Railcard,Standard,Anytime,168,Manchester Piccadilly,London Euston,2024-01-31,1900-01-01 08:00:00,09:50:00,10:06:00,Delayed,Weather,No,1,Manchester Piccadilly → London Euston
3c4c5940-3c53-4e9e-8b33,2024-01-31,06:42:11,Station,Credit Card,No Railcard,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-01-31,1900-01-01 08:00:00,10:15:00,10:30:00,Delayed,Signal failure,No,1,Liverpool Lime Street → London Euston
a38d00c9-91f3-42a2-9724,2024-01-31,06:42:13,Station,Credit Card,No Railcard,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-01-31,1900-01-01 08:00:00,10:15:00,10:30:00,Delayed,Signal failure,No,1,Liverpool Lime Street → London Euston
a3f3ecca-8442-418a-8e3a,2024-01-31,07:02:30,Station,Contactless,Disabled,Standard,Advance,8,London Paddington,Reading,2024-02-01,1900-01-01 05:30:00,06:30:00,07:20:00,Delayed,Staff Shortage,No,1,London Paddington → Reading
bea8984e-8ebc-4330-b2d4,2024-01-31,08:23:51,Station,Credit Card,Adult,Standard,Off-Peak,35,London Kings Cross,York,2024-01-31,1900-01-01 09:45:00,11:35:00,11:36:00,Delayed,Signal Failure,No,1,London Kings Cross → York
d61ecf0d-8525-4d15-ace1,2024-01-31,08:26:15,Station,Contactless,Adult,Standard,Off-Peak,35,London Kings Cross,York,2024-01-31,1900-01-01 09:45:00,11:35:00,11:36:00,Delayed,Signal Failure,No,1,London Kings Cross → York
5dc13916-3c6e-4fbc-9de9,2024-01-31,09:12:52,Online,Credit Card,Disabled,Standard,Advance,7,York,Wakefield,2024-02-01,1900-01-01 07:30:00,07:55:00,07:57:00,Delayed,Staffing,No,1,York → Wakefield
d07f9bd6-8e20-49cf-be85,2024-01-31,09:34:09,Station,Credit Card,No Railcard,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-02-01,1900-01-01 08:00:00,10:15:00,11:08:00,Delayed,Weather,No,1,Liverpool Lime Street → London Euston
7500994d-7ab9-4242-a494,2024-01-31,09:35:29,Station,Credit Card,No Railcard,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-02-01,1900-01-01 08:00:00,10:15:00,11:08:00,Delayed,Weather,No,1,Liverpool Lime Street → London Euston
c0010780-4b8f-4b03-a6ce,2024-01-31,09:44:27,Station,Contactless,No Railcard,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,2024-01-31,1900-01-01 11:00:00,11:30:00,11:59:00,Delayed,Staff Shortage,No,1,Manchester Piccadilly → Liverpool Lime Street
bd06df75-583b-495a-a466,2024-01-31,10:34:47,Station,Contactless,Adult,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,2024-02-01,1900-01-01 09:00:00,09:30:00,11:44:00,Delayed,Signal Failure,No,1,Manchester Piccadilly → Liverpool Lime Street
1e2f5e0e-303f-4713-9435,2024-01-31,10:42:40,Station,Debit Card,Adult,First Class,Off-Peak,29,Birmingham New Street,Manchester Piccadilly,2024-01-31,1900-01-01 11:15:00,12:35:00,12:53:00,Delayed,Technical Issue,Yes,1,Birmingham New Street → Manchester Piccadilly
9bb304a8-aa52-4be5-aafa,2024-01-31,13:31:03,Station,Contactless,No Railcard,Standard,Off-Peak,19,London Paddington,Reading,2024-01-31,1900-01-01 15:00:00,16:00:00,16:53:00,Delayed,Technical Issue,No,1,London Paddington → Reading
2ea277b8-28f1-443e-9384,2024-01-31,13:44:16,Station,Credit Card,No Railcard,First Class,Off-Peak,41,London Paddington,Reading,2024-01-31,1900-01-01 15:00:00,16:00:00,16:53:00,Delayed,Technical Issue,No,1,London Paddington → Reading
a9742674-35e6-474a-b9a4,2024-01-31,15:05:12,Station,Debit Card,No Railcard,Standard,Off-Peak,126,Manchester Piccadilly,London Euston,2024-01-31,1900-01-01 15:30:00,17:20:00,17:36:00,Delayed,Staffing,Yes,1,Manchester Piccadilly → London Euston
43a13497-4fe3-42ad-a370,2024-01-31,15:12:58,Station,Credit Card,No Railcard,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,2024-01-31,1900-01-01 17:45:00,18:15:00,19:24:00,Delayed,Traffic,No,1,Manchester Piccadilly → Liverpool Lime Street
6a3b5b00-a070-4aef-a3e3,2024-01-31,15:16:54,Station,Credit Card,No Railcard,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,2024-01-31,1900-01-01 17:45:00,18:15:00,19:24:00,Delayed,Traffic,No,1,Manchester Piccadilly → Liverpool Lime Street
aafd69b2-bebd-4928-814a,2024-01-31,16:01:16,Station,Credit Card,No Railcard,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,2024-01-31,1900-01-01 17:45:00,18:15:00,19:24:00,Delayed,Traffic,No,1,Manchester Piccadilly → Liverpool Lime Street
92150a69-4cfb-4e9f-a33a,2024-01-31,16:02:27,Station,Credit Card,No Railcard,First Class,Anytime,19,Manchester Piccadilly,Liverpool Lime Street,2024-01-31,1900-01-01 17:45:00,18:15:00,19:24:00,Delayed,Traffic,No,1,Manchester Piccadilly → Liverpool Lime Street
cf8f0a98-5f26-421b-b4ff,2024-01-31,16:02:30,Station,Credit Card,No Railcard,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,2024-01-31,1900-01-01 17:45:00,18:15:00,19:24:00,Delayed,Traffic,No,1,Manchester Piccadilly → Liverpool Lime Street
8e27f1aa-596f-45c8-96cd,2024-01-31,16:05:38,Station,Credit Card,No Railcard,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,2024-01-31,1900-01-01 17:45:00,18:15:00,19:24:00,Delayed,Traffic,No,1,Manchester Piccadilly → Liverpool Lime Street
ceeb9e7e-4e39-4196-8847,2024-01-31,16:09:07,Station,Credit Card,No Railcard,First Class,Anytime,19,Manchester Piccadilly,Liverpool Lime Street,2024-01-31,1900-01-01 17:45:00,18:15:00,19:24:00,Delayed,Traffic,No,1,Manchester Piccadilly → Liverpool Lime Street
9589fb31-d46d-4de1-b251,2024-01-31,16:10:34,Station,Credit Card,No Railcard,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,2024-01-31,1900-01-01 17:45:00,18:15:00,19:24:00,Delayed,Traffic,No,1,Manchester Piccadilly → Liverpool Lime Street
e8f28aca-62ef-4163-b747,2024-01-31,16:14:08,Station,Credit Card,No Railcard,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,2024-01-31,1900-01-01 17:45:00,18:15:00,19:24:00,Delayed,Traffic,No,1,Manchester Piccadilly → Liverpool Lime Street
192a73a5-6a63-4585-9200,2024-01-31,16:41:54,Station,Contactless,No Railcard,First Class,Advance,27,London Paddington,Reading,2024-02-01,1900-01-01 15:00:00,16:00:00,16:45:00,Delayed,Technical Issue,No,1,London Paddington → Reading
fa7c6926-273a-471b-ac72,2024-01-31,17:03:02,Station,Debit Card,Adult,Standard,Anytime,101,Liverpool Lime Street,London Euston,2024-01-31,1900-01-01 17:30:00,19:45:00,20:00:00,Delayed,Technical Issue,Yes,1,Liverpool Lime Street → London Euston
365b64d5-4e2b-41e0-bf84,2024-01-31,17:06:45,Station,Debit Card,Adult,Standard,Anytime,112,Manchester Piccadilly,London Euston,2024-01-31,1900-01-01 17:30:00,19:20:00,19:38:00,Delayed,Technical Issue,Yes,1,Manchester Piccadilly → London Euston
17bee096-c35d-45a8-b073,2024-01-31,17:10:03,Station,Debit Card,Adult,Standard,Anytime,112,Manchester Piccadilly,London Euston,2024-01-31,1900-01-01 17:30:00,19:20:00,19:38:00,Delayed,Technical Issue,Yes,1,Manchester Piccadilly → London Euston
4afae7b7-0978-4be3-9df1,2024-02-01,05:07:20,Station,Credit Card,No Railcard,Standard,Advance,84,Manchester Piccadilly,London Euston,2024-02-02,1900-01-01 03:30:00,05:20:00,05:46:00,Delayed,Weather Conditions,No,1,Manchester Piccadilly → London Euston
efbd4306-7cbd-4616-b2f7,2024-02-01,06:31:19,Station,Credit Card,No Railcard,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-02-01,1900-01-01 08:00:00,10:15:00,11:08:00,Delayed,Weather,No,1,Liverpool Lime Street → London Euston
c6a4cde1-3416-4f1d-b0b7,2024-02-01,06:41:55,Station,Credit Card,No Railcard,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-02-01,1900-01-01 08:00:00,10:15:00,11:08:00,Delayed,Weather,No,1,Liverpool Lime Street → London Euston
3c7ab76b-5bbb-4dee-bfbd,2024-02-01,07:18:22,Station,Contactless,Adult,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,2024-02-02,1900-01-01 05:45:00,06:15:00,06:28:00,Delayed,Signal Failure,No,1,Liverpool Lime Street → Manchester Piccadilly
7cc12205-6e67-47b0-a944,2024-02-01,07:44:15,Station,Contactless,Adult,Standard,Off-Peak,3,Manchester Piccadilly,Liverpool Lime Street,2024-02-01,1900-01-01 09:00:00,09:30:00,11:44:00,Delayed,Signal Failure,No,1,Manchester Piccadilly → Liverpool Lime Street
61687392-1c9d-4e6e-a464,2024-02-01,09:30:29,Station,Contactless,No Railcard,Standard,Off-Peak,10,London Euston,Birmingham New Street,2024-02-01,1900-01-01 11:00:00,12:20:00,13:05:00,Delayed,Staff Shortage,No,1,London Euston → Birmingham New Street
86cbacd2-d54e-4b3f-b932,2024-02-01,09:31:43,Station,Credit Card,No Railcard,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-02-02,1900-01-01 08:00:00,10:15:00,10:58:00,Delayed,Weather Conditions,No,1,Liverpool Lime Street → London Euston
47c78a6f-29e4-42a4-8f1d,2024-02-01,09:35:22,Station,Credit Card,No Railcard,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-02-02,1900-01-01 08:00:00,10:15:00,10:58:00,Delayed,Weather Conditions,No,1,Liverpool Lime Street → London Euston
39db2315-bdd4-4cce-8760,2024-02-01,11:54:54,Station,Debit Card,Adult,Standard,Advance,7,Birmingham New Street,Manchester Piccadilly,2024-02-02,1900-01-01 11:15:00,12:35:00,13:12:00,Delayed,Technical Issue,Yes,1,Birmingham New Street → Manchester Piccadilly
cf275cdf-4063-429d-bd0a,2024-02-01,12:33:07,Station,Contactless,No Railcard,Standard,Advance,7,London Euston,Birmingham New Street,2024-02-02,1900-01-01 11:00:00,12:20:00,13:03:00,Delayed,Staff Shortage,No,1,London Euston → Birmingham New Street
c86fbe8a-8f79-4a4d-8b6f,2024-02-01,15:08:03,Station,Debit Card,No Railcard,First Class,Off-Peak,96,Edinburgh Waverley,London Kings Cross,2024-02-01,1900-01-01 15:30:00,19:50:00,20:07:00,Delayed,Staffing,Yes,1,Edinburgh Waverley → London Kings Cross
e6ad1674-d5ff-47d7-a122,2024-02-01,16:32:56,Station,Credit Card,No Railcard,Standard,Advance,13,London Paddington,Reading,2024-02-02,1900-01-01 15:00:00,16:00:00,16:58:00,Delayed,Technical Issue,No,1,London Paddington → Reading
ea068e23-5f9e-499a-abde,2024-02-01,16:35:10,Station,Credit Card,No Railcard,Standard,Advance,13,London Paddington,Reading,2024-02-02,1900-01-01 15:00:00,16:00:00,16:58:00,Delayed,Technical Issue,No,1,London Paddington → Reading
25bd254a-6ce5-4ea5-85bb,2024-02-01,16:37:20,Station,Contactless,No Railcard,Standard,Advance,13,London Paddington,Reading,2024-02-02,1900-01-01 15:00:00,16:00:00,16:58:00,Delayed,Technical Issue,No,1,London Paddington → Reading
249eede9-dded-4483-a742,2024-02-01,17:34:35,Station,Credit Card,Adult,Standard,Advance,4,London Euston,Birmingham New Street,2024-02-02,1900-01-01 16:00:00,17:20:00,17:56:00,Delayed,Signal failure,Yes,1,London Euston → Birmingham New Street
14d3a3f0-ac0a-4b07-a0f9,2024-02-01,19:40:16,Station,Credit Card,No Railcard,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-02-02,1900-01-01 17:45:00,18:15:00,19:13:00,Delayed,Technical Issue,No,1,Manchester Piccadilly → Liverpool Lime Street
7184a8ea-b059-4348-9f11,2024-02-01,19:41:18,Station,Credit Card,No Railcard,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-02-02,1900-01-01 17:45:00,18:15:00,19:13:00,Delayed,Technical Issue,No,1,Manchester Piccadilly → Liverpool Lime Street
08044385-342e-4636-9cc7,2024-02-02,01:34:33,Station,Credit Card,No Railcard,Standard,Advance,37,London Euston,York,2024-02-03,1900-01-01 00:00:00,01:50:00,02:30:00,Delayed,Signal Failure,No,1,London Euston → York
3aaf0a8b-c311-4a3f-89f9,2024-02-02,02:02:49,Station,Credit Card,No Railcard,Standard,Off-Peak,126,Manchester Piccadilly,London Euston,2024-02-02,1900-01-01 03:30:00,05:20:00,05:46:00,Delayed,Weather Conditions,No,1,Manchester Piccadilly → London Euston
20e6ddf6-0044-4278-86ff,2024-02-02,02:03:47,Station,Credit Card,No Railcard,Standard,Off-Peak,11,York,Durham,2024-02-02,1900-01-01 03:30:00,04:20:00,04:35:00,Delayed,Weather Conditions,No,1,York → Durham
43d62e29-bae7-400e-99f2,2024-02-02,02:07:19,Station,Credit Card,No Railcard,Standard,Off-Peak,126,Manchester Piccadilly,London Euston,2024-02-02,1900-01-01 03:30:00,05:20:00,05:46:00,Delayed,Weather Conditions,No,1,Manchester Piccadilly → London Euston
1d4bd642-1de8-45ab-a6a5,2024-02-02,05:02:37,Station,Credit Card,No Railcard,Standard,Advance,84,Manchester Piccadilly,London Euston,2024-02-28,1900-01-01 03:30:00,05:20:00,05:42:00,Delayed,Weather Conditions,No,1,Manchester Piccadilly → London Euston
4311f72a-1d8c-4a3b-a67e,2024-02-02,05:12:38,Station,Credit Card,No Railcard,Standard,Advance,84,Manchester Piccadilly,London Euston,2024-02-16,1900-01-01 03:30:00,05:20:00,05:28:00,Delayed,Weather Conditions,No,1,Manchester Piccadilly → London Euston
fdee6d8e-cbe5-4ed8-b98b,2024-02-02,06:30:15,Station,Credit Card,No Railcard,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-02-02,1900-01-01 08:00:00,10:15:00,10:58:00,Delayed,Weather Conditions,No,1,Liverpool Lime Street → London Euston
008b3ab4-aa5c-4232-8e42,2024-02-02,06:30:41,Station,Credit Card,No Railcard,First Class,Anytime,235,Liverpool Lime Street,London Euston,2024-02-02,1900-01-01 08:00:00,10:15:00,10:58:00,Delayed,Weather Conditions,No,1,Liverpool Lime Street → London Euston
eb81639b-9f8f-4291-a578,2024-02-02,06:31:18,Station,Credit Card,No Railcard,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-02-02,1900-01-01 08:00:00,10:15:00,10:58:00,Delayed,Weather Conditions,No,1,Liverpool Lime Street → London Euston
ba19dfb3-f9f1-4ffc-be12,2024-02-02,06:35:29,Station,Credit Card,No Railcard,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-02-02,1900-01-01 08:00:00,10:15:00,10:58:00,Delayed,Weather Conditions,No,1,Liverpool Lime Street → London Euston
136aac6b-a3a4-4028-a6c8,2024-02-02,06:41:42,Station,Credit Card,No Railcard,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-02-02,1900-01-01 08:00:00,10:15:00,10:58:00,Delayed,Weather Conditions,No,1,Liverpool Lime Street → London Euston
00d57dfb-71ee-42ca-a7d7,2024-02-02,07:54:11,Station,Contactless,No Railcard,Standard,Advance,35,London Kings Cross,York,2024-02-08,1900-01-01 06:15:00,08:05:00,08:48:00,Delayed,Technical Issue,No,1,London Kings Cross → York
8b957fd1-30da-4f39-b325,2024-02-02,09:33:51,Station,Credit Card,No Railcard,First Class,Advance,118,Liverpool Lime Street,London Euston,2024-02-03,1900-01-01 08:00:00,10:15:00,10:57:00,Delayed,Weather,No,1,Liverpool Lime Street → London Euston
4390d4b0-7dd1-4d04-bc9c,2024-02-02,09:33:53,Station,Credit Card,No Railcard,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-02-09,1900-01-01 08:00:00,10:15:00,10:45:00,Delayed,Weather,No,1,Liverpool Lime Street → London Euston
3370b950-2879-4c1c-ba74,2024-02-02,09:34:26,Station,Credit Card,No Railcard,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-02-29,1900-01-01 08:00:00,10:15:00,10:44:00,Delayed,Weather Conditions,No,1,Liverpool Lime Street → London Euston
37b543fb-6f4f-44be-ab3e,2024-02-02,09:37:55,Station,Credit Card,No Railcard,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-02-03,1900-01-01 08:00:00,10:15:00,10:57:00,Delayed,Weather,No,1,Liverpool Lime Street → London Euston
f32b006b-a6d9-40f8-a81b,2024-02-02,09:38:19,Station,Credit Card,No Railcard,Standard,Advance,21,Birmingham New Street,London Euston,2024-02-03,1900-01-01 08:00:00,09:20:00,10:02:00,Delayed,Weather,No,1,Birmingham New Street → London Euston
dcdcaf37-eb22-4a1b-8d2f,2024-02-02,09:38:20,Station,Credit Card,No Railcard,Standard,Advance,84,Manchester Piccadilly,London Euston,2024-02-10,1900-01-01 08:00:00,09:50:00,10:30:00,Delayed,Weather,No,1,Manchester Piccadilly → London Euston
f9bba225-e555-4a9b-ad99,2024-02-02,09:40:17,Station,Credit Card,No Railcard,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-02-03,1900-01-01 08:00:00,10:15:00,10:57:00,Delayed,Weather,No,1,Liverpool Lime Street → London Euston
7fbaf865-ffed-4b34-90e5,2024-02-02,09:42:31,Station,Credit Card,No Railcard,Standard,Advance,84,Manchester Piccadilly,London Euston,2024-02-15,1900-01-01 08:00:00,09:50:00,10:15:00,Delayed,Weather,No,1,Manchester Piccadilly → London Euston
2088ac01-76b5-475b-93ef,2024-02-02,09:42:41,Station,Credit Card,No Railcard,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-02-03,1900-01-01 08:00:00,10:15:00,10:57:00,Delayed,Weather,No,1,Liverpool Lime Street → London Euston
7857b7c4-606b-41c6-9f99,2024-02-02,09:43:36,Station,Credit Card,No Railcard,Standard,Advance,84,Manchester Piccadilly,London Euston,2024-02-03,1900-01-01 08:00:00,09:50:00,10:44:00,Delayed,Weather,No,1,Manchester Piccadilly → London Euston
a6ca6edb-0b46-4a02-9fee,2024-02-02,10:38:09,Station,Contactless,Adult,First Class,Advance,6,Manchester Piccadilly,Liverpool Lime Street,2024-02-05,1900-01-01 09:00:00,09:30:00,10:16:00,Delayed,Signal Failure,No,1,Manchester Piccadilly → Liverpool Lime Street
28b5c8de-2bb7-4697-a775,2024-02-02,11:17:50,Station,Credit Card,Adult,Standard,Advance,23,London Kings Cross,York,2024-02-03,1900-01-01 09:45:00,11:35:00,12:02:00,Delayed,Signal Failure,No,1,London Kings Cross → York
e597d6bd-ad07-41fb-82b2,2024-02-02,12:30:07,Station,Contactless,No Railcard,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-02-27,1900-01-01 11:00:00,11:30:00,14:13:00,Delayed,Staff Shortage,No,1,Manchester Piccadilly → Liverpool Lime Street
d7b5295c-1a1d-4fba-9903,2024-02-02,12:51:12,Online,Credit Card,Adult,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,2024-02-24,1900-01-01 11:15:00,11:45:00,11:55:00,Delayed,Technical Issue,No,1,Liverpool Lime Street → Manchester Piccadilly
91d7b59d-a8fc-4693-9419,2024-02-02,12:55:44,Online,Credit Card,Adult,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,2024-02-20,1900-01-01 11:15:00,11:45:00,12:24:00,Delayed,Technical Issue,No,1,Liverpool Lime Street → Manchester Piccadilly
f227caae-6f61-42e7-8d53,2024-02-02,14:37:57,Station,Debit Card,Disabled,Standard,Anytime,9,London Euston,Birmingham New Street,2024-02-02,1900-01-01 16:00:00,17:20:00,17:56:00,Delayed,Signal failure,No,1,London Euston → Birmingham New Street
254814ad-8206-4adb-a984,2024-02-02,14:44:07,Station,Credit Card,Adult,Standard,Anytime,9,London Euston,Birmingham New Street,2024-02-02,1900-01-01 16:00:00,17:20:00,17:56:00,Delayed,Signal failure,No,1,London Euston → Birmingham New Street
cb3bee7f-c637-41f9-ad4f,2024-02-02,16:03:50,Station,Credit Card,No Railcard,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,2024-02-02,1900-01-01 17:45:00,18:15:00,19:13:00,Delayed,Technical Issue,No,1,Manchester Piccadilly → Liverpool Lime Street
4e35b871-4d8e-40aa-a6cf,2024-02-02,16:07:18,Station,Credit Card,No Railcard,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,2024-02-02,1900-01-01 17:45:00,18:15:00,19:13:00,Delayed,Technical Issue,No,1,Manchester Piccadilly → Liverpool Lime Street
26fba2b1-8364-46db-909d,2024-02-02,16:10:09,Station,Credit Card,No Railcard,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,2024-02-02,1900-01-01 17:45:00,18:15:00,19:13:00,Delayed,Technical Issue,No,1,Manchester Piccadilly → Liverpool Lime Street
6ef92e2d-ca6b-486f-84ad,2024-02-02,17:40:20,Station,Credit Card,Adult,Standard,Advance,4,London Euston,Birmingham New Street,2024-02-10,1900-01-01 16:00:00,17:20:00,17:35:00,Delayed,Signal failure,Yes,1,London Euston → Birmingham New Street
08a90a17-00dc-4e87-a2bf,2024-02-02,19:39:29,Station,Credit Card,No Railcard,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-02-04,1900-01-01 17:45:00,18:15:00,19:00:00,Delayed,Weather Conditions,No,1,Manchester Piccadilly → Liverpool Lime Street
ea2cb4a7-78c0-48c6-8e91,2024-02-02,19:41:38,Station,Credit Card,No Railcard,First Class,Advance,10,Manchester Piccadilly,Liverpool Lime Street,2024-02-28,1900-01-01 17:45:00,18:15:00,18:59:00,Delayed,Traffic,No,1,Manchester Piccadilly → Liverpool Lime Street
f5ac0c30-fb21-4d6c-94f0,2024-02-02,19:42:17,Station,Contactless,No Railcard,Standard,Advance,35,London Kings Cross,York,2024-02-21,1900-01-01 17:45:00,19:35:00,19:58:00,Delayed,Signal failure,Yes,1,London Kings Cross → York
afc2eb6e-9a90-4e13-bf05,2024-02-03,05:02:28,Station,Credit Card,No Railcard,Standard,Advance,84,Manchester Piccadilly,London Euston,2024-02-26,1900-01-01 03:30:00,05:20:00,05:49:00,Delayed,Weather Conditions,No,1,Manchester Piccadilly → London Euston
d43b8af8-0e66-4218-bff2,2024-02-03,05:05:49,Station,Credit Card,No Railcard,Standard,Advance,84,Manchester Piccadilly,London Euston,2024-02-28,1900-01-01 03:30:00,05:20:00,05:42:00,Delayed,Weather Conditions,No,1,Manchester Piccadilly → London Euston
648d93f1-c354-46c3-beae,2024-02-03,05:10:09,Station,Credit Card,No Railcard,Standard,Advance,84,Manchester Piccadilly,London Euston,2024-02-15,1900-01-01 03:30:00,05:20:00,05:49:00,Delayed,Weather Conditions,No,1,Manchester Piccadilly → London Euston
72879156-779a-4997-8654,2024-02-03,05:59:35,Online,Credit Card,Disabled,First Class,Advance,18,London Paddington,Reading,2024-02-04,1900-01-01 04:15:00,05:15:00,05:38:00,Delayed,Staff Shortage,No,1,London Paddington → Reading
502efdb5-ffdc-40ac-93e3,2024-02-03,06:31:37,Station,Credit Card,No Railcard,Standard,Off-Peak,113,Liverpool Lime Street,London Euston,2024-02-03,1900-01-01 08:00:00,10:15:00,10:57:00,Delayed,Weather,No,1,Liverpool Lime Street → London Euston
da3c7e18-27ca-4793-a3fc,2024-02-03,06:33:23,Station,Credit Card,No Railcard,Standard,Off-Peak,113,Liverpool Lime Street,London Euston,2024-02-03,1900-01-01 08:00:00,10:15:00,10:57:00,Delayed,Weather,No,1,Liverpool Lime Street → London Euston
c177f93d-00b9-45ca-9882,2024-02-03,06:35:39,Station,Credit Card,No Railcard,Standard,Off-Peak,113,Liverpool Lime Street,London Euston,2024-02-03,1900-01-01 08:00:00,10:15:00,10:57:00,Delayed,Weather,No,1,Liverpool Lime Street → London Euston
12b0a586-267e-4583-9bea,2024-02-03,06:42:50,Station,Credit Card,No Railcard,Standard,Off-Peak,113,Liverpool Lime Street,London Euston,2024-02-03,1900-01-01 08:00:00,10:15:00,10:57:00,Delayed,Weather,No,1,Liverpool Lime Street → London Euston
3544aca6-4df5-4ac0-a247,2024-02-03,06:43:57,Station,Credit Card,No Railcard,First Class,Off-Peak,176,Liverpool Lime Street,London Euston,2024-02-03,1900-01-01 08:00:00,10:15:00,10:57:00,Delayed,Weather,No,1,Liverpool Lime Street → London Euston
6c955eb2-2b2e-4995-9a9e,2024-02-03,07:42:01,Station,Contactless,Adult,Standard,Off-Peak,10,Manchester Piccadilly,Leeds,2024-02-03,1900-01-01 09:00:00,09:45:00,10:41:00,Delayed,Signal Failure,No,1,Manchester Piccadilly → Leeds
e6c9de4b-bbae-4568-935e,2024-02-03,09:32:54,Station,Credit Card,No Railcard,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-02-16,1900-01-01 08:00:00,10:15:00,11:12:00,Delayed,Weather,No,1,Liverpool Lime Street → London Euston
7d099365-b8bb-4e8f-8b0f,2024-02-03,09:33:23,Station,Credit Card,No Railcard,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-02-13,1900-01-01 08:00:00,10:15:00,11:04:00,Delayed,Weather Conditions,No,1,Liverpool Lime Street → London Euston
369f3a25-744e-4eb6-bdbf,2024-02-03,09:36:19,Station,Credit Card,No Railcard,First Class,Advance,118,Liverpool Lime Street,London Euston,2024-02-21,1900-01-01 08:00:00,10:15:00,11:07:00,Delayed,Weather,No,1,Liverpool Lime Street → London Euston
db8aef8c-4480-41bb-b721,2024-02-03,09:37:22,Station,Credit Card,No Railcard,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-02-15,1900-01-01 08:00:00,10:15:00,10:30:00,Delayed,Weather,No,1,Liverpool Lime Street → London Euston
50237ec6-5002-40bc-9a9a,2024-02-03,10:41:47,Station,Contactless,Adult,Standard,Advance,8,Manchester Piccadilly,Nottingham,2024-02-04,1900-01-01 09:00:00,10:00:00,10:35:00,Delayed,Signal Failure,No,1,Manchester Piccadilly → Nottingham
0dd2c33a-6cb3-4e1e-8f04,2024-02-03,10:52:06,Station,Debit Card,Adult,Standard,Off-Peak,11,Birmingham New Street,Manchester Piccadilly,2024-02-03,1900-01-01 11:15:00,12:35:00,12:53:00,Delayed,Technical Issue,Yes,1,Birmingham New Street → Manchester Piccadilly
ea0a8653-aa1f-4baa-9dca,2024-02-03,11:21:27,Station,Credit Card,Adult,Standard,Advance,23,London Kings Cross,York,2024-02-27,1900-01-01 09:45:00,11:35:00,11:47:00,Delayed,Signal Failure,No,1,London Kings Cross → York
